context,resolved_context,context_nouns,subcluster,subcluster_id
"As a straight forward person, I like to be honest and expect the same from my peers.","CorefResult(text=""As a straight forward person, I like to be honest ..."", clusters=[['I', 'my']])","['a straight forward person', 'my peers']",like (Supportive Actions),1
"Truthfully, I hate it, and if these people are lying I want them to stop.","CorefResult(text=""Truthfully, I hate it, and if these people are lyi..."", clusters=[['I', 'I'], ['these people', 'them']])",['these people'],hate (Supportive Actions),1
"I’ve been treated for depression and anxiety since then and, because nothing has come up since about 2011, I have not opened up about other issues.","CorefResult(text=""I’ve been treated for depression and anxiety since..."", clusters=[['I', 'I']])","['depression', 'anxiety', 'other issues']",open (general),
"My problem is I just can’t open up in person about exactly what is going on; I feel it coming back like someone following me down a sidewalk, like drowning placidly.","CorefResult(text=""My problem is I just can’t open up in person about..."", clusters=[['My', 'I', 'I', 'me']])","['My problem', 'person', 'a sidewalk']",open (general),
I watch how people judge me and it makes me regret being unique (I try to be different but within reason to what I like in general.),"CorefResult(text=""I watch how people judge me and it makes me regret..."", clusters=[['I', 'me', 'me', 'I', 'I']])","['people', 'reason']",like (Supportive Actions),1
I felt like I was accepting any crumb of affection or attention from him even though I knew I wasn’t being treated right.,"CorefResult(text=""I felt like I was accepting any crumb of affection..."", clusters=[['I', 'I', 'I', 'I']])","['any crumb', 'affection', 'attention']",accept (general),
"My sister never leaves the house and doesn’t ever visit any friends, although there are people who care about her and often ask me how she is doing.","CorefResult(text=""My sister never leaves the house and doesn’t ever ..."", clusters=[['My sister', 'her', 'she'], ['My', 'me']])","['My sister', 'the house', 'any friends', 'people']",care (general),
"When I went away on holiday for a month, she complained to me that she missed me and I needed to come home.","CorefResult(text=""When I went away on holiday for a month, she compl..."", clusters=[['I', 'me', 'me', 'I'], ['she', 'she']])","['holiday', 'a month']",miss (general),
"but it is so draining to be the person that she depends on, especially because I’m not a doctor, and she is not receiving any therapy at all.","CorefResult(text=""but it is so draining to be the person that she de..."", clusters=[['she', 'she']])","['the person', 'a doctor', 'any therapy']",depend (general),
"I’ve been in home hospital since the start of 9th grade because I could never focus in class because of my social anxiety and ADHD, its been helping but not enough and none of my parents are helpful since they cant relate.","CorefResult(text=""I’ve been in home hospital since the start of 9th ..."", clusters=[['I', 'I', 'my', 'my'], ['my parents', 'they']])","['home hospital', 'the start', '9th grade', 'class', 'my social anxiety', 'none', 'my parents']",help (Negative Affect / Conflict Emotion),0
"I don’t know what to do anymore, I avoid my thoughts and feelings by focusing on anything to keep my focus off of how I really feel.","CorefResult(text=""I don’t know what to do anymore, I avoid my though..."", clusters=[['I', 'I', 'my', 'my', 'I']])","['my thoughts', 'feelings', 'my focus']",avoid (general),
"I don’t know what to do anymore, I avoid my thoughts and feelings by focusing on anything to keep my focus off of how I really feel.","CorefResult(text=""I don’t know what to do anymore, I avoid my though..."", clusters=[['I', 'I', 'my', 'my', 'I']])","['my thoughts', 'feelings', 'my focus']",avoid (general),
"Hey, I’m suffering here from my skinny body and I cant move on with this issue, last week I had to meet a guy who was talking online with me and had to meet up finally in real life, once I met him and went back home he changed with me I think because of my very skinny body, I don’t know what to do because im really hurting deep inside and I feel like I will never gain weight and have feminine body, also if I were in his situation I would never accept a person with ugly body like me , im writing now and my tears fell down because I really hope I would find confidence and find my beautiful soul , now we are talking to each other but I feel like he doesn’t want to show me that he didn’t accept me or find me different from the image he was thinking about when we didn’t meet up in the last,, I feel his words like something he must do it to not lose his manity and to show me that everything s ok but its not in fact..","CorefResult(text=""Hey, I’m suffering here from my skinny body and I ..."", clusters=[['I', 'my', 'I', 'I', 'me', 'I', 'me', 'I', 'my', 'I', 'i', 'I', 'I', 'I', 'I', 'me', 'i', 'my', 'I', 'I', 'my', 'I', 'me', 'me', 'me', 'I', 'me'], ['a guy who was talking online with me and had to meet up finally in real life', 'him', 'he', 'his', 'he', 'he', 'he', 'his', 'he', 'his'], ['my skinny body', 'my very skinny body'], ['we', 'we']])","['my skinny body', 'this issue', 'a guy', 'real life', 'my very skinny body', 'weight', 'feminine body', 'his situation', 'a person', 'ugly body', 'my tears', 'confidence', 'my beautiful soul', 'the image', 'his words', 'his manity', 'fact']",accept (general),
"Hey, I’m suffering here from my skinny body and I cant move on with this issue, last week I had to meet a guy who was talking online with me and had to meet up finally in real life, once I met him and went back home he changed with me I think because of my very skinny body, I don’t know what to do because im really hurting deep inside and I feel like I will never gain weight and have feminine body, also if I were in his situation I would never accept a person with ugly body like me , im writing now and my tears fell down because I really hope I would find confidence and find my beautiful soul , now we are talking to each other but I feel like he doesn’t want to show me that he didn’t accept me or find me different from the image he was thinking about when we didn’t meet up in the last,, I feel his words like something he must do it to not lose his manity and to show me that everything s ok but its not in fact..","CorefResult(text=""Hey, I’m suffering here from my skinny body and I ..."", clusters=[['I', 'my', 'I', 'I', 'me', 'I', 'me', 'I', 'my', 'I', 'i', 'I', 'I', 'I', 'I', 'me', 'i', 'my', 'I', 'I', 'my', 'I', 'me', 'me', 'me', 'I', 'me'], ['a guy who was talking online with me and had to meet up finally in real life', 'him', 'he', 'his', 'he', 'he', 'he', 'his', 'he', 'his'], ['my skinny body', 'my very skinny body'], ['we', 'we']])","['my skinny body', 'this issue', 'a guy', 'real life', 'my very skinny body', 'weight', 'feminine body', 'his situation', 'a person', 'ugly body', 'my tears', 'confidence', 'my beautiful soul', 'the image', 'his words', 'his manity', 'fact']",accept (general),
"Hey, I’m suffering here from my skinny body and I cant move on with this issue, last week I had to meet a guy who was talking online with me and had to meet up finally in real life, once I met him and went back home he changed with me I think because of my very skinny body, I don’t know what to do because im really hurting deep inside and I feel like I will never gain weight and have feminine body, also if I were in his situation I would never accept a person with ugly body like me , im writing now and my tears fell down because I really hope I would find confidence and find my beautiful soul , now we are talking to each other but I feel like he doesn’t want to show me that he didn’t accept me or find me different from the image he was thinking about when we didn’t meet up in the last,, I feel his words like something he must do it to not lose his manity and to show me that everything s ok but its not in fact..","CorefResult(text=""Hey, I’m suffering here from my skinny body and I ..."", clusters=[['I', 'my', 'I', 'I', 'me', 'I', 'me', 'I', 'my', 'I', 'i', 'I', 'I', 'I', 'I', 'me', 'i', 'my', 'I', 'I', 'my', 'I', 'me', 'me', 'me', 'I', 'me'], ['a guy who was talking online with me and had to meet up finally in real life', 'him', 'he', 'his', 'he', 'he', 'he', 'his', 'he', 'his'], ['my skinny body', 'my very skinny body'], ['we', 'we']])","['my skinny body', 'this issue', 'a guy', 'real life', 'my very skinny body', 'weight', 'feminine body', 'his situation', 'a person', 'ugly body', 'my tears', 'confidence', 'my beautiful soul', 'the image', 'his words', 'his manity', 'fact']",accept (general),
"he didn’t say to me I miss you or even this he didn’t say anything about our meet up date ,, which make me sure that he didn’t like me , im sorry","CorefResult(text=""he didn’t say to me I miss you or even this he did..."", clusters=[['he', 'I', 'he', 'he'], ['me', 'you', 'me', 'me', 'i']])",[],miss (general),
"he didn’t say to me I miss you or even this he didn’t say anything about our meet up date ,, which make me sure that he didn’t like me , im sorry","CorefResult(text=""he didn’t say to me I miss you or even this he did..."", clusters=[['he', 'I', 'he', 'he'], ['me', 'you', 'me', 'me', 'i']])",[],miss (general),
"he didn’t say to me I miss you or even this he didn’t say anything about our meet up date ,, which make me sure that he didn’t like me , im sorry","CorefResult(text=""he didn’t say to me I miss you or even this he did..."", clusters=[['he', 'I', 'he', 'he'], ['me', 'you', 'me', 'me', 'i']])",[],like (Supportive Actions),0
"I don’t blame him for nothing because he try to make me feel like nothing happened bad, but I feel the ignoring and I feel the pain and the way he act make me more sad because he changed , I know this from his words,, he started to act like im his friend not a girlfriend..","CorefResult(text=""I don’t blame him for nothing because he try to ma..."", clusters=[['him', 'he', 'he', 'he', 'his', 'he', 'his'], ['I', 'me', 'I', 'I', 'me', 'I', 'i'], ['changed', 'this']])","['the pain', 'the way', 'his words', 'a girlfriend']",blame (general),
"I don’t blame him for nothing because he try to make me feel like nothing happened bad, but I feel the ignoring and I feel the pain and the way he act make me more sad because he changed , I know this from his words,, he started to act like im his friend not a girlfriend..","CorefResult(text=""I don’t blame him for nothing because he try to ma..."", clusters=[['him', 'he', 'he', 'he', 'his', 'he', 'his'], ['I', 'me', 'I', 'I', 'me', 'I', 'i'], ['changed', 'this']])","['the pain', 'the way', 'his words', 'a girlfriend']",blame (general),
"I know that i did nothing so bad and i would forgive them if things where the opposite, but i can’t stop thinking that i messed up, it doesn’t matter how much i want to stop, i can’t.","CorefResult(text=""I know that i did nothing so bad and i would forgi..."", clusters=[['I', 'i', 'i', 'i', 'i', 'i', 'i']])",[],forgive (general),
My grandfather has many health issues and has been living with my mom and dad who care for him.,"CorefResult(text=""My grandfather has many health issues and has been..."", clusters=[['My', 'my'], ['My grandfather', 'him']])","['My grandfather', 'many health issues', 'my mom', 'dad']",care (general),
My mom teaches at a private school and one of her students kept fighting with others.,"CorefResult(text=""My mom teaches at a private school and one of her ..."", clusters=[['My mom', 'her']])","['My mom', 'a private school', 'her students', 'others']",teach (general),
I talked to him some more and I remembered that previously I had heard about some kids thinking that only weak people care about others.,"CorefResult(text=""I talked to him some more and I remembered that pr..."", clusters=[['I', 'I', 'I']])","['some kids', 'only weak people', 'others']",care (general),
"I asked him if his mom cared about him (which I know that she does, I’m friends with her) and he said yes.","CorefResult(text=""I asked him if his mom cared about him (which I kn..."", clusters=[['him', 'his', 'him', 'he'], ['his mom', 'she', 'her']])","['his mom', 'friends']",care (general),
"He then continued to say that he would like his mom more if she didn’t fake committing suicide, which from the way he told it, sounding like she was going to commit suicide then stopped because she realized that would leave him and his 4 year old sister parent-less.","CorefResult(text=""He then continued to say that he would like his mo..."", clusters=[['He', 'he', 'his', 'he', 'him', 'his'], ['his mom', 'she', 'she', 'she'], ['commit', 'that']])","['his mom', 'committing suicide', 'the way', 'suicide', 'his 4 year old sister parent']",like (Supportive Actions),0
I attempted to explain that she just really cared about him and that she didn’t want him to end up living with people that were mean to him.,"CorefResult(text=""I attempted to explain that she just really cared ..."", clusters=[['she', 'she'], ['him', 'him', 'him']])",['people'],care (general),
How do I help him?,"CorefResult(text=""How do I help him?"", clusters=[])",[],help (Negative Affect / Conflict Emotion),3
I have been dating my boyfriend for about 1 year now.,"CorefResult(text=""I have been dating my boyfriend for about 1 year n..."", clusters=[['I', 'my']])","['my boyfriend', 'about 1 year']",date (Negative Affect / Conflict Emotion),0
I have been dating my boyfriend for about 1 year now.,"CorefResult(text=""I have been dating my boyfriend for about 1 year n..."", clusters=[['I', 'my']])","['my boyfriend', 'about 1 year']",date (Negative Affect / Conflict Emotion),0
"Whenever I become romantically involved with a person, the more I trust them, open up to them, feel nurtured by them, and generally as I become emotionally close to them, the less aroused I become by them.","CorefResult(text=""Whenever I become romantically involved with a per..."", clusters=[['I', 'I', 'I', 'I'], ['a person', 'them', 'them', 'them', 'them', 'them']])",['a person'],trust (general),
I trust him and he has never done anything to make me feel otherwise; but I still feel like I can’t let my guard down.,"CorefResult(text=""I trust him and he has never done anything to make..."", clusters=[['him', 'he'], ['I', 'me', 'I', 'I', 'my']])",['my guard'],trust (general),
 From the U.S.: Me and my boyfriend have been dating for about 10 months.,"CorefResult(text="" From the U.S.: Me and my boyfriend have been dati..."", clusters=[['Me', 'my']])","['my boyfriend', 'about 10 months']",date (Negative Affect / Conflict Emotion),1
 From the U.S.: Me and my boyfriend have been dating for about 10 months.,"CorefResult(text="" From the U.S.: Me and my boyfriend have been dati..."", clusters=[['Me', 'my']])","['my boyfriend', 'about 10 months']",date (Negative Affect / Conflict Emotion),1
 From the U.S.: Me and my boyfriend have been dating for about 10 months.,"CorefResult(text="" From the U.S.: Me and my boyfriend have been dati..."", clusters=[['Me', 'my']])","['my boyfriend', 'about 10 months']",date (Negative Affect / Conflict Emotion),2
 From the U.S.: Me and my boyfriend have been dating for about 10 months.,"CorefResult(text="" From the U.S.: Me and my boyfriend have been dati..."", clusters=[['Me', 'my']])","['my boyfriend', 'about 10 months']",date (Negative Affect / Conflict Emotion),2
"From the Czech Republic: I am 18 and about to go to university, I have been dating my boyfriend for more than half a year and I am his first girlfriend.","CorefResult(text=""From the Czech Republic: I am 18 and about to go t..."", clusters=[['I', 'I', 'my', 'I'], ['my boyfriend', 'his']])","['university', 'my boyfriend', 'more than half a year', 'his first girlfriend']",date (Negative Affect / Conflict Emotion),0
"From the Czech Republic: I am 18 and about to go to university, I have been dating my boyfriend for more than half a year and I am his first girlfriend.","CorefResult(text=""From the Czech Republic: I am 18 and about to go t..."", clusters=[['I', 'I', 'my', 'I'], ['my boyfriend', 'his']])","['university', 'my boyfriend', 'more than half a year', 'his first girlfriend']",date (Negative Affect / Conflict Emotion),0
It wasn’t until about 5 months ago that she made me quit my job and have her parents support me completely because she was unable to leave the house and would “freak” out when she was left alone.,"CorefResult(text=""It wasn’t until about 5 months ago that she made m..."", clusters=[['me', 'my', 'me'], ['she', 'her', 'she', 'she']])","['my job', 'her parents', 'the house']",support (general),
My mom does depend on me now for rides to work because she lost her license and does have type 1 diabetes so I’m the one responsible for her even though I want to move out and begin my life with my 7 year boyfriend.,"CorefResult(text=""My mom does depend on me now for rides to work bec..."", clusters=[['My', 'me', 'I', 'I', 'my', 'my'], ['My mom', 'she', 'her', 'her']])","['My mom', 'rides', 'work', 'her license', 'type', '1 diabetes', 'the one', 'my life', 'my 7 year boyfriend']",depend (general),
My mom does depend on me now for rides to work because she lost her license and does have type 1 diabetes so I’m the one responsible for her even though I want to move out and begin my life with my 7 year boyfriend.,"CorefResult(text=""My mom does depend on me now for rides to work bec..."", clusters=[['My', 'me', 'I', 'I', 'my', 'my'], ['My mom', 'she', 'her', 'her']])","['My mom', 'rides', 'work', 'her license', 'type', '1 diabetes', 'the one', 'my life', 'my 7 year boyfriend']",depend (general),
Our arguments were mostly related to infidelity throughout our marriage.,"CorefResult(text=""Our arguments were mostly related to infidelity th..."", clusters=[['Our', 'our']])","['Our arguments', 'infidelity', 'our marriage']",relate (general),
"I did not understand anything, and could find no one who could explain or assist me.","CorefResult(text=""I did not understand anything, and could find no o..."", clusters=[['I', 'me']])",['no one'],understand (general),
My parents want me to move in with them because they don’t really like my girlfriend and say terrible things about her and to her.,"CorefResult(text=""My parents want me to move in with them because th..."", clusters=[['My', 'me', 'my'], ['them', 'they'], ['my girlfriend', 'her', 'her']])","['My parents', 'my girlfriend', 'terrible things']",like (Supportive Actions),2
My girlfriend will usually cry and say I don’t love her if I say anything about what I want to do in my future because she doesn’t want me to leave and go to college away from where she is (it doesn’t necessarily require college but the job I want includes lots of travel).,"CorefResult(text=""My girlfriend will usually cry and say I don’t lov..."", clusters=[['My girlfriend', 'I', 'her', 'she', 'she'], ['My', 'I', 'I', 'my', 'me', 'I'], ['college away from where she is', 'it']])","['My girlfriend', 'my future', 'college', 'college', 'the job', 'lots', 'travel']",love (Supportive Actions),0
"He says he just wants parents who ask how you’re feeling, say i love you and how your day was… but he has never had that.","CorefResult(text=""He says he just wants parents who ask how you’re f..."", clusters=[['He', 'he', 'he'], ['parents who ask how you’re feeling, say i love you and how your day was', 'you']])","['parents', 'your day']",love (Supportive Actions),0
"Eventually after a few weeks of this my parents sat me down and told me they had been through all my social media, including the private ones, my friends accounts (which were also private but my mom majored in computers and was able to get into them) and eventually they found out through these sites that I liked my best friend and she liked me.","CorefResult(text=""Eventually after a few weeks of this my parents sa..."", clusters=[['my', 'me', 'me', 'my', 'my', 'my', 'I', 'my', 'me'], ['my parents', 'they', 'they'], ['my best friend', 'she']])","['a few weeks', 'my parents', 'all my social media', 'the private ones', 'my friends', 'my mom', 'computers', 'these sites', 'my best friend']",like (Supportive Actions),1
"Eventually after a few weeks of this my parents sat me down and told me they had been through all my social media, including the private ones, my friends accounts (which were also private but my mom majored in computers and was able to get into them) and eventually they found out through these sites that I liked my best friend and she liked me.","CorefResult(text=""Eventually after a few weeks of this my parents sa..."", clusters=[['my', 'me', 'me', 'my', 'my', 'my', 'I', 'my', 'me'], ['my parents', 'they', 'they'], ['my best friend', 'she']])","['a few weeks', 'my parents', 'all my social media', 'the private ones', 'my friends', 'my mom', 'computers', 'these sites', 'my best friend']",like (Supportive Actions),4
They told me which friends I could keep and deleted anyone else who they didn’t like (for any little reason) out of my contacts.,"CorefResult(text=""They told me which friends I could keep and delete..."", clusters=[['me', 'I', 'my'], ['They', 'they']])","['which friends', 'any little reason', 'my contacts']",like (Supportive Actions),2
They told me which friends I could keep and deleted anyone else who they didn’t like (for any little reason) out of my contacts.,"CorefResult(text=""They told me which friends I could keep and delete..."", clusters=[['me', 'I', 'my'], ['They', 'they']])","['which friends', 'any little reason', 'my contacts']",like (Supportive Actions),2
"I loved him so much, but I began slipping away when he wasn’t trying to get me anymore (didn’t make me feel wanted)","CorefResult(text=""I loved him so much, but I began slipping away whe..."", clusters=[['I', 'I', 'me', 'me'], ['him', 'he']])",[],love (Supportive Actions),0
"I realize we had a serious lack of communication, and that I was trying to get his love back by fighting and making him feel bad so he would love me more.","CorefResult(text=""I realize we had a serious lack of communication, ..."", clusters=[['I', 'I', 'me'], ['his', 'him', 'he']])","['a serious lack', 'communication', 'his love']",love (Supportive Actions),3
Looking for information or help with something I am teaching my foster daughter.,"CorefResult(text=""Looking for information or help with something I a..."", clusters=[['I', 'my']])","['information', 'my foster daughter']",teach (general),
I have currently had a fallen out with most of my friends because I was standing up for a boy who they all hate.,"CorefResult(text=""I have currently had a fallen out with most of my ..."", clusters=[['I', 'my', 'I'], ['most of my friends', 'they all']])","['my friends', 'a boy']",hate (Supportive Actions),2
I just miss high school and my friends and my old life when everything was easy and simple.,"CorefResult(text=""I just miss high school and my friends and my old ..."", clusters=[['I', 'my', 'my']])","['high school', 'my friends', 'my old life']",miss (general),
I just miss high school and my friends and my old life when everything was easy and simple.,"CorefResult(text=""I just miss high school and my friends and my old ..."", clusters=[['I', 'my', 'my']])","['high school', 'my friends', 'my old life']",miss (general),
I just miss high school and my friends and my old life when everything was easy and simple.,"CorefResult(text=""I just miss high school and my friends and my old ..."", clusters=[['I', 'my', 'my']])","['high school', 'my friends', 'my old life']",miss (general),
We live in his home with his parents and because they are not working we completely support them and pay for everything.,"CorefResult(text=""We live in his home with his parents and because t..."", clusters=[['his', 'his'], ['We', 'we'], ['they', 'them']])","['his home', 'his parents']",support (general),
Since then my boyfriend has been supporting them completely.,"CorefResult(text=""Since then my boyfriend has been supporting them c..."", clusters=[])",['my boyfriend'],support (general),
"Girls do not hang out with him, but with many of the richer more popular boys, they like.","CorefResult(text=""Girls do not hang out with him, but with many of t..."", clusters=[['Girls', 'they']])","['Girls', 'the richer more popular boys']",like (Supportive Actions),2
"He’s also been telling my close boy mates bad things about me which I don’t like and is making me lose contact with them, like I knew them way before he ever did and they were the only people I could actually trust and now that he’s taken my friends away from me I don’t know who else I can talk to beside this website.","CorefResult(text=""He’s also been telling my close boy mates bad thin..."", clusters=[['my', 'me', 'I', 'me', 'I', 'I', 'my', 'me', 'I', 'I'], ['my close boy mates', 'them', 'them', 'they', 'my friends'], ['He', 'he', 'he']])","['my close boy mates', 'bad things', 'contact', 'the only people', 'my friends', 'this website']",like (Supportive Actions),1
At the time I honestly believed it would go away however it has only gotten much worse over the past three years.,"CorefResult(text=""At the time I honestly believed it would go away h..."", clusters=[['it', 'it']])","['the time', 'the past three years']",believe (general),
"I can’t rely on the National Suicide Prevention Lifeline anymore, nor can vodka help me anymore than it already does.","CorefResult(text=""I can’t rely on the National Suicide Prevention Li..."", clusters=[['I', 'me'], ['vodka', 'it']])",['vodka'],rely (general),
"I can’t rely on the National Suicide Prevention Lifeline anymore, nor can vodka help me anymore than it already does.","CorefResult(text=""I can’t rely on the National Suicide Prevention Li..."", clusters=[['I', 'me'], ['vodka', 'it']])",['vodka'],help (Negative Affect / Conflict Emotion),4
"My parents accepted him only for me, but also complained about his too silent nature, because sometimes, you need to speak.","CorefResult(text=""My parents accepted him only for me, but also comp..."", clusters=[['My', 'me'], ['him', 'his']])","['My parents', 'his too silent nature']",accept (general),
"My parents accepted him only for me, but also complained about his too silent nature, because sometimes, you need to speak.","CorefResult(text=""My parents accepted him only for me, but also comp..."", clusters=[['My', 'me'], ['him', 'his']])","['My parents', 'his too silent nature']",accept (general),
I’ve researched a lot of different mental disorders and I can relate to a lot of the symptoms of so many of them.,"CorefResult(text=""I’ve researched a lot of different mental disorder..."", clusters=[['I', 'I'], ['a lot of different mental disorders', 'them']])","['a lot', 'different mental disorders', 'a lot', 'the symptoms']",relate (general),
I also just really hate my personality.,"CorefResult(text=""I also just really hate my personality."", clusters=[['I', 'my']])",['my personality'],hate (Supportive Actions),1
I love him very much and our wedding is in 2 years but I’m not sure after all of this if it is even worth the work it will be to fix our relationship.,"CorefResult(text=""I love him very much and our wedding is in 2 years..."", clusters=[['I', 'I'], ['our', 'our']])","['our wedding', '2 years', 'the work', 'our relationship']",love (Supportive Actions),0
I hate myself for it,"CorefResult(text=""I hate myself for it"", clusters=[])",[],hate (Supportive Actions),1
I hate myself for it,"CorefResult(text=""I hate myself for it"", clusters=[])",[],hate (Supportive Actions),1
"I was able and strong enough to find a professional job that could support us, but it was out of state.","CorefResult(text=""I was able and strong enough to find a professiona..."", clusters=[['a professional job that could support us', 'it']])","['a professional job', 'state']",support (general),
"i like somone one day, the next day i hate them.","CorefResult(text=""i like somone one day, the next day i hate them."", clusters=[['i', 'i'], ['somone', 'them']])",[],like (Supportive Actions),1
"i like somone one day, the next day i hate them.","CorefResult(text=""i like somone one day, the next day i hate them."", clusters=[['i', 'i'], ['somone', 'them']])",[],hate (Supportive Actions),1
I despise my parents very much and do not agree with them on anything morally.,"CorefResult(text=""I despise my parents very much and do not agree wi..."", clusters=[['I', 'my'], ['my parents', 'them']])",['my parents'],despise (general),
"Greetings, first of all please forgive me if my thoughts aren’t being portrayed correctly in my writing.","CorefResult(text=""Greetings, first of all please forgive me if my th..."", clusters=[['me', 'my', 'my']])","['Greetings', 'my thoughts', 'my writing']",forgive (general),
"He is trying to convince me that he is not the right person for me and he is in love with his girlfriend, although he tells me “I love you” every day.","CorefResult(text=""He is trying to convince me that he is not the rig..."", clusters=[['He', 'he', 'he', 'his', 'he', 'I'], ['me', 'me', 'me', 'you']])","['the right person', 'love', 'his girlfriend']",love (Supportive Actions),0
"I am trying to be the perfect girlfriend for him and do anything he asks, but he still loves the other one more.","CorefResult(text=""I am trying to be the perfect girlfriend for him a..."", clusters=[['him', 'he', 'he']])",['the perfect girlfriend'],love (Supportive Actions),3
I can’t forget him because I love him so much.,"CorefResult(text=""I can’t forget him because I love him so much."", clusters=[['I', 'I'], ['him', 'him']])",[],love (Supportive Actions),0
That guy broke our relationship once and that’s the reason why my boyfriend dislikes him so much.,"CorefResult(text=""That guy broke our relationship once and that’s th..."", clusters=[['broke', 'that'], ['That guy', 'him']])","['That guy', 'our relationship', 'the reason', 'my boyfriend']",dislike (general),
He doesn’t like any of my guy friends.,"CorefResult(text=""He doesn’t like any of my guy friends."", clusters=[])",['my guy friends'],like (Supportive Actions),0
My parents do not accept him but I love him with all my heart.,"CorefResult(text=""My parents do not accept him but I love him with a..."", clusters=[['My', 'I'], ['him', 'him']])","['My parents', 'all my heart']",accept (general),
My parents do not accept him but I love him with all my heart.,"CorefResult(text=""My parents do not accept him but I love him with a..."", clusters=[['My', 'I'], ['him', 'him']])","['My parents', 'all my heart']",love (Supportive Actions),0
My parents do not accept him but I love him with all my heart.,"CorefResult(text=""My parents do not accept him but I love him with a..."", clusters=[['My', 'I'], ['him', 'him']])","['My parents', 'all my heart']",love (Supportive Actions),0
"My late brother was a very social person with a lot of friends, something I envied a lot, and he would often buy things for them, bring them to our house for snack parties, and go out a lot with then, but when he got diagnosed with cancer and was bedridden, they all left.","CorefResult(text=""My late brother was a very social person with a lo..."", clusters=[['My', 'I'], ['My late brother', 'he', 'he'], ['a lot of friends', 'them', 'them', 'they all', 'all']])","['My late brother', 'a very social person', 'a lot', 'friends', 'a lot', 'things', 'our house', 'snack parties', 'cancer']",envy (general),
Because of this I avoided making friends and going to social gatherings.,"CorefResult(text=""Because of this I avoided making friends and going..."", clusters=[])","['friends', 'social gatherings']",avoid (general),
Its frustrating that she passive-aggressively blames me for his/our problems.,"CorefResult(text=""Its frustrating that she passive-aggressively blam..."", clusters=[])",['his/our problems'],blame (general),
Its frustrating that she passive-aggressively blames me for his/our problems.,"CorefResult(text=""Its frustrating that she passive-aggressively blam..."", clusters=[])",['his/our problems'],blame (general),
Its frustrating that she thinks she can help him when I can’t.,"CorefResult(text=""Its frustrating that she thinks she can help him w..."", clusters=[['she', 'she']])",[],help (Negative Affect / Conflict Emotion),4
"Which brings up another question I’ve been struggling with – Why does he only verbally abuse me, and not his mother or anyone else in his family?","CorefResult(text=""Which brings up another question I’ve been struggl..."", clusters=[['I', 'me'], ['he', 'his', 'his']])","['another question', 'his family']",abuse (general),
I had never once that about body language or how to tell if someone liked me or didn’t like me at all and was just being nice.,"CorefResult(text=""I had never once that about body language or how t..."", clusters=[['I', 'me', 'me']])",['body language'],like (Supportive Actions),2
"After that, my mother married my second father, who was a drunkard.","CorefResult(text=""After that, my mother married my second father, wh..."", clusters=[['my', 'my']])","['my mother', 'my second father', 'a drunkard']",marry (general),
"After that, my mother married my second father, who was a drunkard.","CorefResult(text=""After that, my mother married my second father, wh..."", clusters=[['my', 'my']])","['my mother', 'my second father', 'a drunkard']",marry (general),
I also feel like I am missing out on some life experience because I have spent my 20s with him (we started dating when I was 21).,"CorefResult(text=""I also feel like I am missing out on some life exp..."", clusters=[['I', 'I', 'I', 'my', 'I']])","['some life experience', 'my 20s']",miss (general),
I feel so confused and I do not understand myself anymore.,"CorefResult(text=""I feel so confused and I do not understand myself ..."", clusters=[['I', 'I', 'myself']])",[],understand (general),
From a teen in the U.S.: Me and my girlfriend have been dating for a while and recently broke up because she has a lot of trouble controlling her emotions.,"CorefResult(text=""From a teen in the U.S.: Me and my girlfriend have..."", clusters=[['a teen in the U.S.', 'Me', 'my'], ['my girlfriend', 'she', 'her']])","['a teen', 'my girlfriend', 'a while', 'a lot', 'trouble', 'her emotions']",date (Negative Affect / Conflict Emotion),1
From a teen in the U.S.: Me and my girlfriend have been dating for a while and recently broke up because she has a lot of trouble controlling her emotions.,"CorefResult(text=""From a teen in the U.S.: Me and my girlfriend have..."", clusters=[['a teen in the U.S.', 'Me', 'my'], ['my girlfriend', 'she', 'her']])","['a teen', 'my girlfriend', 'a while', 'a lot', 'trouble', 'her emotions']",date (Negative Affect / Conflict Emotion),1
From a teen in the U.S.: Me and my girlfriend have been dating for a while and recently broke up because she has a lot of trouble controlling her emotions.,"CorefResult(text=""From a teen in the U.S.: Me and my girlfriend have..."", clusters=[['a teen in the U.S.', 'Me', 'my'], ['my girlfriend', 'she', 'her']])","['a teen', 'my girlfriend', 'a while', 'a lot', 'trouble', 'her emotions']",date (Negative Affect / Conflict Emotion),2
From a teen in the U.S.: Me and my girlfriend have been dating for a while and recently broke up because she has a lot of trouble controlling her emotions.,"CorefResult(text=""From a teen in the U.S.: Me and my girlfriend have..."", clusters=[['a teen in the U.S.', 'Me', 'my'], ['my girlfriend', 'she', 'her']])","['a teen', 'my girlfriend', 'a while', 'a lot', 'trouble', 'her emotions']",date (Negative Affect / Conflict Emotion),2
I love her,"CorefResult(text=""I love her"", clusters=[])",[],love (Supportive Actions),0
Sometimes I think about hurting people I care about to show them how much I love them.,"CorefResult(text=""Sometimes I think about hurting people I care abou..."", clusters=[['people I care about', 'them', 'them'], ['I', 'I']])",['people'],love (Supportive Actions),0
I avoid certain social situations like parties because I fear my excitement may cause me to become suicidal.,"CorefResult(text=""I avoid certain social situations like parties bec..."", clusters=[['I', 'I', 'my', 'me']])","['certain social situations', 'parties', 'my excitement']",avoid (general),
