context,love,like,hate,date,help,dist_General Distortion,dist_No Distortion,dist_Labeling,dist_Magnification,dist_Fortune-telling,dist_Personalization,dist_Mind Reading,dist_Mental filter,dist_Emotional Reasoning,dist_Overgeneralization,dist_All-or-nothing thinking,dist_Should statements
From the U.K.: I don’t know if I love my husband anymore.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I told him I loved him one day,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Later he said maybe I love you on another level, then a few hours later said I do love you, just not enough.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Later he said maybe I love you on another level, then a few hours later said I do love you, just not enough.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Later he said maybe I love you on another level, then a few hours later said I do love you, just not enough.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Then kept whispering I love you the entire day which only confused me.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I then think everybody hates me.,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I don’t understand myself.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hey, so I recently admitted to my partner that I helped my friend with assisted suicide when I was 9 years old.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Hey, so I recently admitted to my partner that I helped my friend with assisted suicide when I was 9 years old.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"He was sexually abused by his father at a very young age, in very poor housing with no mother, Schizophrenic, and smiling when I helped him.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"He was sexually abused by his father at a very young age, in very poor housing with no mother, Schizophrenic, and smiling when I helped him.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"He was sexually abused by his father at a very young age, in very poor housing with no mother, Schizophrenic, and smiling when I helped him.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The constant teasing made me hate myself and I began cutting.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My husband and I have been married for almost three years.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
My husband and I have been married for almost three years.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
We dated for over six years before we married.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
I feel like he really hates me at those moments.,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I feel like he really hates me at those moments.,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One minute he is expressing how important I am to him and that he loves me.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I love him so much and I want to work past this, but I just feel so defeated.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I had an extreme hate towards myself, sabotaging every artistic talent that I had, from a writing skill, a drawing skill, a beautiful voice, basically every aspect of my talent that was feminine, I hated it.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I’m just trying to figure out if I should wait for him to reach out to me or should I let him know that I still love him and need to talk.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From a 12 year old girl in Lithuania: I can’t tell if my mom is abusing me or if I’m just overreacting.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
At one point I do believe I had panic attacks a few years back with the cough.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
and she said she wasn’t crazy and just writing a story (which I didn’t believe).,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I hallucinated when I was younger of scary things, and I’ve always believed in things like my friend being a werewolf, that i have mind control, that people know things i dont and are targeting me.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I dont want to hurt my mother just in case she really does love me.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I dont want to hurt my mother just in case she really does love me.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"My father supports me, though won’t take any action of his own because he doesn’t believe depression is real.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I also feel really self conscious about my personality, since it feels like no one likes me, maybe thinks im annoying or that im not worth talking to them.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"He admitted that he like her more than he like our other friends, he enjoyed picking her up from home to go to work, it was his idea to carpool.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"He admitted that he like her more than he like our other friends, he enjoyed picking her up from home to go to work, it was his idea to carpool.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From a woman in the Philippines: I was sexually abused when I was younger and diagnosed with clinical depression almost a year ago.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"When I was younger I always was that light hearted hopeful little boy that helped anyone he could, now I look in the mirror and all I see is a Monster filled with so much rage that I could spit fire.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"I understand that trust may be an issue there, but I do trust my therapist and very much respect him, I just think EMDR is bullshit.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My teacher at school doesn’t teach the material but expects us to know how to do it on his level even though we’re beginners (AP Language).,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"I hate the way I am now, and I want to get better, but I also don’t want to cause anyone trouble.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
From a woman in the U.S.: MY husband (married this past July) has struggled in the past when we were dating with drinking issues.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hello, I hate my step daughter and don’t want her near my husband, but I need help overcoming these feelings.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I love children and it hurts me to feel this way about a child.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
it was helping so i invited the girl along so he could help her.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"but there is acceptance and there is acquiescence, which means i will accept it but need to protest.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I can’t help it,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
but I don’t trust him anymore.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I have been married for 2 1/2 years.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love my husband very much; however I don’t like having sex with him.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I like sex and think about it all the time.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
When she doesn’t get her way she says everybody hates her.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The thing that i dont understand is why shes asking me to be a bully to her.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My parents have been married for around 18 years and about one year ago they haven’t seen eye to eye.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"My dad is a type of teacher who teaches people about having positive attitudes, etc.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"She always blames people for things that go wrong, even if it’s out of thier control.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"She always blames people for things that go wrong, even if it’s out of thier control.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Plus, she rarely blames herself.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
but I have some other symptoms that my doctor said that I have also bipolar disorder and he told me in advanced level of master studies OCD is related to bipolar disorder,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I’ve been dating someone I care, but something is severely wrong.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Deep down, I don’t believe my petty justifications anyhow.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"i lie a lot and people believe me all the time, i always feel like the moment they knew me for who i am, they’ll leave me.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
but i don’t know how they’ll accept it.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My father sexually abused me from an early age to the age of 9 when I was placed into foster care where I resided for 10 years.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My father sexually abused me from an early age to the age of 9 when I was placed into foster care where I resided for 10 years.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My father sexually abused me from an early age to the age of 9 when I was placed into foster care where I resided for 10 years.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
She has since the divorced been to a few doctors about this bug thing and feels that no one believes her.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I hate myself.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
But i hate my self for doing it.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"From the U.S.: I have finally come to terms that no matter how much I want to pretend it was a dream, or that I made it up in my head, or that he some other non-sexual reason for doing it, my father sexually abused me as a child.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"From the U.S.: I have finally come to terms that no matter how much I want to pretend it was a dream, or that I made it up in my head, or that he some other non-sexual reason for doing it, my father sexually abused me as a child.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love women inside and out from head to toe.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"As a member of AA, I believe in the ninth step.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"As a member of AA, I believe in the ninth step.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I don’t really understand the point of sharing all of this.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I am a 34 year old woman and I’ve been married for 5 years, no kids.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"I am a 34 year old woman and I’ve been married for 5 years, no kids.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Eventually we had a big fight and he told me that he no longer loves me as a woman, doesn’t find me attractive anymore and he wants to split and see other women.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Eventually we had a big fight and he told me that he no longer loves me as a woman, doesn’t find me attractive anymore and he wants to split and see other women.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"I am devastated, because I love him and because I feel guilty that I’m the one who caused the whole problem.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
I finally started seeing a therapist slightly over a month ago and it’s been great and I love my therapist but I’m not really sure to say whether I’ve been making progress or not.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I finally started seeing a therapist slightly over a month ago and it’s been great and I love my therapist but I’m not really sure to say whether I’ve been making progress or not.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
From a 16 year old girl in the U.S.: My step dad told me he liked me then he said he only felt that way because i am his first “daddy’s girl”.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"He said he liked me as in I want to kiss you, your ass is nice, you are cute.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Since I would hate to see my parents hurt, especially because of me, it is a constant thought in my mind that if my parents were dead I would do this and that.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
My wife and I have been married for 2 years.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My wife and I have been married for 2 years.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It was hard for me to believe it.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"When the docs told me that I was ok, I believed them and my fears went away.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"It all comes across passive aggressively, we’ll be working and he complains that no one helps him clean, so we start cleaning and he complains that no one is doing their job.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"For as long as I could remember, I just like the idea of self-harm and even harming others, also the sight of blood flowing out.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"For as long as I could remember, I just like the idea of self-harm and even harming others, also the sight of blood flowing out.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
He misses dinner and a weekend we were supposed to have together and doesn’t return my phone calls.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"We want to get married, however I basically support my family.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
My parents aren’t helping any because they are not trying to help themselves and I just feel like they aren’t trying to make their situation better.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The seller raised the price so he told me that he was not getting it.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Now He has been telling me that he does not trust me with money.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Now He has been telling me that he does not trust me with money.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"when i’m in an “up” mood, (which is more like unbelievable anger rather than elation, with the occasional happy high,) I hate myself for even thinking it, and punish myself for being so selfish — not thinking about what it’d do to my family, but when I’m in a depressed mood, It seems to be the only way out, and the thought is a sort of stimulant.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"I have been feeling unhappy for about two years now, but i have only just opened up to my mum about how i feel.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I don’t care about people… Weird to say, but I just can’t relate with them.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"I don’t care about people… Weird to say, but I just can’t relate with them.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"I can be excited about getting new art supplies, and I love my cat very much.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I smoke marijuana to keep me calm and that helps but i cant always afford it and i dont like to talk to people who cant understand my mind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
My husband works a lot which really helps our family.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"He doesn’t like anyone else watching the kids so I try to the majority of the time, unless I have somewhere important to go to.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
We have been married for 6 years and I don’t give up easily.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I do love him,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
He actually cared and SHOWED me how much he loved me.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"I tried to consume gingko so maybe it could help with my focus or my memory, but it doesn’t work on me.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"I tried to consume gingko so maybe it could help with my focus or my memory, but it doesn’t work on me.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"While my worries about school are generally my main focus, I often find myself worrying about my relationships as well, particularly that my friends don’t really like me and that I don’t actually have feelings for my boyfriend.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I started to cut myself because I wanted to punish myself because I hated myself.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I am a very insecure person and I have never like one thing about myself.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
He abused me physically and mentally for about 7 years.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
He abused me physically and mentally for about 7 years.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I love my little brother a lot and I could never hurt someone, but I’m so scared of those urges turning into reality.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I do blame the brother for what he has done, but I blame others more for raising him up this way; but I don’t understand where the urges come from.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I do blame the brother for what he has done, but I blame others more for raising him up this way; but I don’t understand where the urges come from.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I don’t like that.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
My mom has directly told me that my dad doesn’t help her emotionally or physically.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"I feel like I’m 100% going to explode on her one day, but I love my mom to death.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I feel like I’m 100% going to explode on her one day, but I love my mom to death.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I’m not very in tune with my emotions, but I believe I was more stressed or depressed than I understood at the time.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I have questioned the fit the entire time, but I’ve really improved and and feel she is helping me",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
She is a wonderfull partner and I love her dearly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"From a teenaged young woman in the U.S.: There are times where I feel completely fine emotionally, but I’ll find myself thinking “I hate my life” or “I’m a worthless pice of crap” or something else along those lines.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"I love them, I just can’t be with them all at once.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"From a 50 year old woman in the U.S.: Mother sexually abused by her father, had schizophrenia or 2-3 other personalities, and was abused by her aunt as a teen, not sexually, but sounds like all other ways.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"My dad abused me in every way I can remember, except sexually, but often wonder about it as I wet the bed until 8 years old and remember almost nothing before the start of kindergarten, and now at 50 yrs.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"My dad abused me in every way I can remember, except sexually, but often wonder about it as I wet the bed until 8 years old and remember almost nothing before the start of kindergarten, and now at 50 yrs.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I have always been the type of person who loves people and I am proud that I am kind, have great empathy, and am loving to all those around me.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
But no one in my life understands the depth and seriousness of my depression.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
But no one in my life understands the depth and seriousness of my depression.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"We have been married for over 18 years and our sex lives are, in my opinion, quite good and healthy.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I contend that I don’t really care about other guys sex lives, and that I focus on my own.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
She doesn’t care for anal sex and is not overly thrilled with oral.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I don’t trust my mom.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Like we verbally say “so you’re saying…” I can’t tell if she just really can’t understand me or if she really doesn’t care what I have to say.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
So she loves me right?,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
She doesn’t respect my time.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"She asked me many questions but by the end she was completely dismissive about everything I confided in her about and ushered me out the door saying “I am a psychiatrist, I deal with people who have REAL problems, which you do not have, just bad coping skills.”",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
This man is also financially helping us.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
I constantly cry because I have girl from Philippines which I love.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"But, I was never docile about it; I never accepted it as being normal or beneficial in anyway.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"It caused me to hate my parents, and instead of being sorry for anything, it always made me more hateful and revenge-seeking.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I still don’t completely trust my parents.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"She’s been struggling because of it, and I’ve been helping her.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"She snaps back (once after I made her say my actual name a few times, another after I kept telling her I loved her she shed a tear and snap back, the last one after she fell asleep for a couple of minutes) and doesn’t remember anything whatsoever.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"i love my family and friends, but i cant seem to relate to them anymore.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"i love my family and friends, but i cant seem to relate to them anymore.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"I feel like I missed some important experiences in life, you need to make.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
It is like everyone hates each other.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The only thing they answered was that if I did it all the other people would blame my parents for doing something wrong and so my parents would be seen as the bad ones even if they weren’t.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Growing up I didn’t have very many friends, and the ones I did have emotionally abused me in the relationship from 3rd grade all the way up to 6th grade.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Growing up I didn’t have very many friends, and the ones I did have emotionally abused me in the relationship from 3rd grade all the way up to 6th grade.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"My boyfriend and I have been dating for a bit over two years, and he says I haven’t always acted this way.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"My boyfriend and I have been dating for a bit over two years, and he says I haven’t always acted this way.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"My boyfriend and I have been dating for a bit over two years, and he says I haven’t always acted this way.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"My boyfriend and I have been dating for a bit over two years, and he says I haven’t always acted this way.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
His half-sister seemed to be very upset that he was dating someone and refused to meet me for several months.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
I think I like it too much.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"What I like about it, is every time I cut and the blood rushes from my arms or legs, I start feeling light headed and cold.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"What I like about it, is every time I cut and the blood rushes from my arms or legs, I start feeling light headed and cold.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lately I’ve been feeling Irritated all day, i strongly hate people, people I’ve never met.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My girlfriend and I have been dating for more than two years now.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
My girlfriend and I have been dating for more than two years now.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
We both love each other very much.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
but I always doubted her and checked her phone that she made any calls to him or texted him and after a while she completely stopped talking or texting him.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The person never accepts responsibility or blame for wrongdoing but always blames others for whatever happens.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The person never accepts responsibility or blame for wrongdoing but always blames others for whatever happens.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Most often the person does not understand the punchline of a joke.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
She rationalizes that it is perfectly normal for siblings to hate each other.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I’m not even going to mention my obsessions, weird talks about subjects that no one cares about.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
when I was 14 or so I was convinced that I am a werewolf even though I don’t believe in them.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"I believed it so much I would do stupid things like I would eat raw meat (which is funny because I don’t like meat), having dreams about me shapeshifting and if I would discover little scratch next morning it was because it really happened.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"I believed it so much I would do stupid things like I would eat raw meat (which is funny because I don’t like meat), having dreams about me shapeshifting and if I would discover little scratch next morning it was because it really happened.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I believed I was a medium and I was literally seeing auras and ghosts (which is also funny because I don’t believe in them).,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PS parents don’t believe me.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
my problem is she tells me she would love me forever and be with me forever… even when times are hard.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
what can i do to make her miss me and want to talk to me again.i am going to buy her a rose today and go over there tonight…,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"We’ve been married for thirteen years and from the beginning, I knew of his temper but figured since I had suffered from depression (due to childhood sex abuse) in the past, perhaps we both could assist each other in dealing with our mental health.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sometimes I could accept what she said but only in some occasions and only in a certain way of her communicating with me.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"I’ve repeatedly told her that there’s a way to talk to me so that I can accept all she said easily, but she wouldn’t listen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"I cannot communicate with her in almost every aspect in my life, because we cannot understand each other.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Worst of all I hate everything that is breathing, heck I hate object too.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Today I thought to myself I hate everything, but jokes on them I hate myself more.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Today I thought to myself I hate everything, but jokes on them I hate myself more.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Another reason why I hate myself because I cant cut myself, I’m too afraid of my parents saying “you only have one body that God gave and you should respect it”, if i hear that one time I swear I will scream.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Another reason why I hate myself because I cant cut myself, I’m too afraid of my parents saying “you only have one body that God gave and you should respect it”, if i hear that one time I swear I will scream.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"My mom hates me, and says how I’m a brat when I talk back to her.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"And, more importantly, what is the best way for me to support them through this as their friend?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"And, more importantly, what is the best way for me to support them through this as their friend?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"And, more importantly, what is the best way for me to support them through this as their friend?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The fear stretched into involving coughing, and I hate the sound of anyone around me coughing.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"I have had admissions to hospital and have been in DBT for a while and while I have made some slight improvments, it hasnt fully helped me.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Hello, my husband and I have been married for 5 years, together for 7.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hello, my husband and I have been married for 5 years, together for 7.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hello, my husband and I have been married for 5 years, together for 7.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hello, my husband and I have been married for 5 years, together for 7.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
my family loves me that’s the true.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I never criticized anyone, it just wasn’t for me.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Since everyone says I have to make an effort I don’t know if I have to change who I am so people can like me and not make fun of me.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I wouldn’t like to, the ‘friend’ wouldn’t accept me as I am, that isn’t a friendship to me.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
We are raising our grandchild.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Her mom (my step-daughter) abandoned her at 3 yrs.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Her mom (my step-daughter) abandoned her at 3 yrs.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
She says she misses him often even though he was in jail for the 1st half of her life & they really haven’t bonded.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I want her to know she can trust us.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I like to break friendships up and make my friends hate each other.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
