id,text_id,context,relationship,relation,relation_cluster,relation_cluster_label,Dominant Distortion,Secondary Distortion (Optional)
3156,5922,"I married 18 years ago with 1 child. 20 years ago I loved one of my classmates, but I didn’t have any attraction to him. At that time he did not have any idea how to make a relationship with any woman. That hurt me a lot so I married with my husband who loved me and tried 3 years to date with me. One year ago I found my love and we started a relationship. We live in two different countries, but we visit each other in a third country for the first time after 20 years. Both of us paid a lot of money to see each other and at that time I had unforgettable sex with him. I cannot avoid him. He has all I need and want. He is showing me how much he is regretful about the past. Both of us feel amazing and we want to keep this relationship but both of us have family and we cannot avoid them. My husband is a very nice guy and I do not have any problem with him but I decided to marry him only because I did not get any good feedback from my love at that time. Me and my love are both very responsible for our families but we decide to stay together. The sense we get is wonderful even though we are far from each other, but we talk every day and he is trying very hard to qualify to immigrate to the country where I live. Like he started learning English to get a English language certificate. My question is how we can continue this relationship without affecting our family? Is it possible? Also I would like to tell you both of us have Masters degrees and we never had this kind of relation in our life. And base of our personality and job position and family situation no one can guess that we fell in love. We are both very logical and reasonable people, but we both do not know how we can handle this love. Please avoid religious advice because it will not help. Thanks in advance.","('marry', 'I', 'husband')",marry,1,Interpersonal Beliefs / Emotions,No Distortion,
3157,5922,"I married 18 years ago with 1 child. 20 years ago I loved one of my classmates, but I didn’t have any attraction to him. At that time he did not have any idea how to make a relationship with any woman. That hurt me a lot so I married with my husband who loved me and tried 3 years to date with me. One year ago I found my love and we started a relationship. We live in two different countries, but we visit each other in a third country for the first time after 20 years. Both of us paid a lot of money to see each other and at that time I had unforgettable sex with him. I cannot avoid him. He has all I need and want. He is showing me how much he is regretful about the past. Both of us feel amazing and we want to keep this relationship but both of us have family and we cannot avoid them. My husband is a very nice guy and I do not have any problem with him but I decided to marry him only because I did not get any good feedback from my love at that time. Me and my love are both very responsible for our families but we decide to stay together. The sense we get is wonderful even though we are far from each other, but we talk every day and he is trying very hard to qualify to immigrate to the country where I live. Like he started learning English to get a English language certificate. My question is how we can continue this relationship without affecting our family? Is it possible? Also I would like to tell you both of us have Masters degrees and we never had this kind of relation in our life. And base of our personality and job position and family situation no one can guess that we fell in love. We are both very logical and reasonable people, but we both do not know how we can handle this love. Please avoid religious advice because it will not help. Thanks in advance.","('love', 'who', 'me')",love,1,Interpersonal Beliefs / Emotions,No Distortion,
3158,5922,"I married 18 years ago with 1 child. 20 years ago I loved one of my classmates, but I didn’t have any attraction to him. At that time he did not have any idea how to make a relationship with any woman. That hurt me a lot so I married with my husband who loved me and tried 3 years to date with me. One year ago I found my love and we started a relationship. We live in two different countries, but we visit each other in a third country for the first time after 20 years. Both of us paid a lot of money to see each other and at that time I had unforgettable sex with him. I cannot avoid him. He has all I need and want. He is showing me how much he is regretful about the past. Both of us feel amazing and we want to keep this relationship but both of us have family and we cannot avoid them. My husband is a very nice guy and I do not have any problem with him but I decided to marry him only because I did not get any good feedback from my love at that time. Me and my love are both very responsible for our families but we decide to stay together. The sense we get is wonderful even though we are far from each other, but we talk every day and he is trying very hard to qualify to immigrate to the country where I live. Like he started learning English to get a English language certificate. My question is how we can continue this relationship without affecting our family? Is it possible? Also I would like to tell you both of us have Masters degrees and we never had this kind of relation in our life. And base of our personality and job position and family situation no one can guess that we fell in love. We are both very logical and reasonable people, but we both do not know how we can handle this love. Please avoid religious advice because it will not help. Thanks in advance.","('avoid', 'I', 'him')",avoid,0,Supportive Actions,No Distortion,
3159,5922,"I married 18 years ago with 1 child. 20 years ago I loved one of my classmates, but I didn’t have any attraction to him. At that time he did not have any idea how to make a relationship with any woman. That hurt me a lot so I married with my husband who loved me and tried 3 years to date with me. One year ago I found my love and we started a relationship. We live in two different countries, but we visit each other in a third country for the first time after 20 years. Both of us paid a lot of money to see each other and at that time I had unforgettable sex with him. I cannot avoid him. He has all I need and want. He is showing me how much he is regretful about the past. Both of us feel amazing and we want to keep this relationship but both of us have family and we cannot avoid them. My husband is a very nice guy and I do not have any problem with him but I decided to marry him only because I did not get any good feedback from my love at that time. Me and my love are both very responsible for our families but we decide to stay together. The sense we get is wonderful even though we are far from each other, but we talk every day and he is trying very hard to qualify to immigrate to the country where I live. Like he started learning English to get a English language certificate. My question is how we can continue this relationship without affecting our family? Is it possible? Also I would like to tell you both of us have Masters degrees and we never had this kind of relation in our life. And base of our personality and job position and family situation no one can guess that we fell in love. We are both very logical and reasonable people, but we both do not know how we can handle this love. Please avoid religious advice because it will not help. Thanks in advance.","('avoid', 'we', 'them')",avoid,0,Supportive Actions,No Distortion,
3160,5923,"My dad is emotionally abusive to me and my mom, has been for years. I didn’t realize in till this year after a series of conversations I had with the school councilor. When the councilor asked if I had ever feared physical violence at home was kind of an AHA moment. She also pointed out behaviors I thought were normal as abusive. That combined with my own research on emotional manipulation led me to the conclusion that a lot of the behavior at home wasn’t ok. The problem is that before I realized that I was able to control my emotions. Im not really allowed to ever be upset at home. I’m required to be the adult in the household all the time and I have the lucky job of being marriage councilor and therapist to my dad. which means he gets to rant about his life to me, usually topics like our finances, my moms emotional stability, their sex life, his health and approaching death, etc. I’m expected to give advice about these things. I’m 17. It’s too much stress. I;m never allowed to talk about my difficulties without being yelled at but expected to help my dad figure out marital issues. This has led me to be incredibly depressed and anxious, along with suicidal thoughts and self harm. Im not allowed to go to therapy.","('fear', 'I', 'violence')",fear,1,Interpersonal Beliefs / Emotions,No Distortion,
3161,5927,"From the U.S.: I am 43, in a LTR with a man who has full custody of his four kids ages 10, 14, 15, & 19. I have full custody of my three, ages 8, 9 & 12. We have been together nearly a year and things are completely committed and long term. We talk a lot about the future but mostly it seems to be framed in terms of a time when our kids are grown. He has met my kids and I have met all but the 14 year old on separate occasions. He says he is afraid to introduce me to the 14 year old because she has scared off women he’s dated in the past even made them cry.","('date', 'he', 'past')",date,0,Supportive Actions,No Distortion,
3162,5928,"So I will be fine, better than fine, happy even and then one day without anything happening I will hit a wall and fall into extreme sadness. Only time cures it. I contemplate killing myself. When this happens I am impossible to talk to, picking fights with everyone. Friends, family, if I am in a relationship at the time even they avoid me. It makes me more miserable. I have self-harmed in the past but I haven’t done it for years. I don’t know how to fix it, when I come out of my spell I feel dazed, I am apologizing to people close to me for days. I want it to stop but I have no idea how to start fixing it. I have gone to a psychiatrist who diagnosed me with “mild depression” that according to my doctor doesn’t need medication. These periods happen two or three times a month normally lasting three or four days. Please help me.","('avoid', 'they', 'me')",avoid,0,Supportive Actions,Mental filter,All-or-nothing thinking
3163,5936,"I’m in my last year in high school and I have absolutely no friends. This problem of mine started around my freshman year. I had two childhood friends who I used to spend most of my days with since the second grade. After the transition from middle school to high school, they both have found different groups of friends, and I have lost all connection with them. I have found some substitutes for them, a group of people who I used to go to the same middle school with. I never really talked much with them until I had class with them. To this day, I would not really consider them friends, but more of acquaintances. I mainly just used them to have a group of friends to hang around with during lunch time. Around my sophmore year, I had detached myself from everyone in my school. I am just alone on my phone during lunch time, I don’t really talk to many people, the only time I do talk is when I am required to. I have looked into the Avoidant Personality Disorder symptoms, and they seem to line up perfectly with my personality. I feel like I shouldn’t talk to people because they won’t like me for being boring. I just sit home all day, mostly do independent activities all day like programming. The only friends I have are people I have met within the programming community. The only people I would feel comfortable around are the people who I feel I have some form of superiority over.I think the main cause of this is from my sister. She has talked down to everything I ever thought or have done ever since my early child hood. Everything from the music I listened to and even made fun of the types of friends I had at the time. I have confronted her with this and told her how I think this is the main reason for my mentality of being unaccepted by everyone, and she had stopped putting me down for everything for about a year now. The problem is, my social life doesn’t seem to be getting better. As I go through my senior year, it seems to be getting worse. I just need some beginners advice on what to do before this problem becomes permanent. (age 18, from US)","('like', 'they', 'me')",like,1,Interpersonal Beliefs / Emotions,Mental filter,Personalization
3164,5937,"Hi, I am 14 years old, and I have had problems pulling and messing with my hair in a variety of different ways since I was little. I noticed my grandma and mom also did this, I always told them to stop, until I noticed I did it too. I thought this was just a bad habit, until I stumbled across the word Trichotillomania online. I googled what it was and I found myself wondering if I had it. Only, I am not sure if I have it or not. I don’t exactly pull out my hair for the sensation of pulling it out. I pull/tug on the ends of my hair repeatedly to the extent where it tears split ends and as a result hair comes out. I get a weird satisfaction by pulling off my split ends which makes them worse. But, I am not sure if this classifies as Trichotillomania because I don’t notice balding, only minor thinning if that. I guess I mainly like the feeling of my hair getting pulled repeatedly and thats why I do it I am not sure. I have terrible split ends and sometimes the tugging on my scalp gives me headaches, but this doesn’t really match with the definition of Trichotillomania. I am not sure if this is a big deal or not, just multiple people have pointed it out, and I do it constantly. And when I say constantly I mean literally anytime my hands aren’t already doing something. I find myself doing this when I am bored or anxious. And considering I am anxious basically all the time it doesn’t really help.I recently found that playing with small magnetic balls during school helps me not pull. If you could help me identifiy if this is anything to be worried about it would be really helpful. Thanks.","('help', 'you', 'me')",help,0,Supportive Actions,Magnification,
3165,5938,I been feeling down lately like I don’t know if I having some depressed issues or what sometimes I be feeling like crying all the time. My boyfriend he really doesn’t make it no better. I love my boyfriend but sometimes I feel like he always attacking me emotionally. I can’t tell him how I feel sometimes because he takes it very offensive. I feel like I’m always the wrong one in our relationship.,"('love', 'I', 'boyfriend')",love,1,Interpersonal Beliefs / Emotions,Overgeneralization,Mental filter
3166,5939,"From Croatia: Dear psychiatrist! I am 18 and I come from Croatia and I want to ask you some questions about my neighbor. My neighbor is 65 years old and he is evil. I had 2 dogs (one was smaller husky and other is 10kg terrier). 5 years ago he entered my backyard at night, drugged my dog (husky) and choked it to death. Another thing is that before he had also poisoned my dogs, but luckily they have recovered. Here comes something that nobody believed me when I’ve told them. My neighbor recorded some dogs (not mine) and then he played that tape on stereo so he could provoke my dogs to bark. Couple of days ago he started to play that tape again. He had also cut down my fence and poisoned my trees.","('believe', 'nobody', 'that')",believe,1,Interpersonal Beliefs / Emotions,Labeling,
3167,5939,"From Croatia: Dear psychiatrist! I am 18 and I come from Croatia and I want to ask you some questions about my neighbor. My neighbor is 65 years old and he is evil. I had 2 dogs (one was smaller husky and other is 10kg terrier). 5 years ago he entered my backyard at night, drugged my dog (husky) and choked it to death. Another thing is that before he had also poisoned my dogs, but luckily they have recovered. Here comes something that nobody believed me when I’ve told them. My neighbor recorded some dogs (not mine) and then he played that tape on stereo so he could provoke my dogs to bark. Couple of days ago he started to play that tape again. He had also cut down my fence and poisoned my trees.","('believe', 'nobody', 'me')",believe,1,Interpersonal Beliefs / Emotions,Labeling,
3168,5940,"I was married to a man with bipolar for 30 years. It was a verbal, mental and sometimes physical abusive relationship. From this 30 year marriage, I now have a 33 year old daughter who was diagnosed with Bipolar also. I just can’t get along with her. I think she just hates me. I was not an abusive mother. I tried so hard to protect her from her father’s abuse. I thought she would be close to me but it is the other way around. She is very close to her father’s family. Her father passed away 5 years ago. I have tried so hard to have a relationship with my daughter and her children. She is so angry with me. It always for some reason or other. I am not saying I am perfect in anyway. I hate to fight and she is always starting one with me. Just need some help on how to deal with this situation. She makes it very hard to see my grandchildren. (age 62, from US)","('hate', 'she', 'me')",hate,1,Interpersonal Beliefs / Emotions,Mind Reading,
3169,5941,"I’ve had social anxiety disorder most of my life and have coped with it well until it seems recently. Lately, I’m sad and upset all the time, I cry often over nothing more than my thoughts, I don’t get out of bed, and I’ve called out/left work early just to be alone. I feel numb or sad, and I also feel really worried that my boyfriend doesn’t like me anymore or is cheating (though he has given no reason for me to feel this way). I thought it was just anxiety at first, but this isn’t a panicky feeling, this is just utter despair. This is not the first time I’ve experienced this, but the last few times I thought it was circumstantial. Usually this lasts about a month or two before I go back to normal. However, last summer I experienced what may have been hypomania for a month and a half — I had sexual relations with multiple people in a short time, drank heavily every night, and didn’t sleep for a week and felt great. I thought I was on top of the world, that everyone loved me, and I could do anything I wanted. Now I feel utterly worthless, unwanted, unloved, and alone. At this particular moment in time, I feel awful about myself and my life, but I can’t sleep and I feel more awake than I’ve felt in weeks. I’ve been considering seeing a psychiatrist for social anxiety again for a while, but should I consider addressing this issue, or am I worried about nothing?","('like', 'boyfriend', 'me')",like,1,Interpersonal Beliefs / Emotions,Mind Reading,
3170,5941,"I’ve had social anxiety disorder most of my life and have coped with it well until it seems recently. Lately, I’m sad and upset all the time, I cry often over nothing more than my thoughts, I don’t get out of bed, and I’ve called out/left work early just to be alone. I feel numb or sad, and I also feel really worried that my boyfriend doesn’t like me anymore or is cheating (though he has given no reason for me to feel this way). I thought it was just anxiety at first, but this isn’t a panicky feeling, this is just utter despair. This is not the first time I’ve experienced this, but the last few times I thought it was circumstantial. Usually this lasts about a month or two before I go back to normal. However, last summer I experienced what may have been hypomania for a month and a half — I had sexual relations with multiple people in a short time, drank heavily every night, and didn’t sleep for a week and felt great. I thought I was on top of the world, that everyone loved me, and I could do anything I wanted. Now I feel utterly worthless, unwanted, unloved, and alone. At this particular moment in time, I feel awful about myself and my life, but I can’t sleep and I feel more awake than I’ve felt in weeks. I’ve been considering seeing a psychiatrist for social anxiety again for a while, but should I consider addressing this issue, or am I worried about nothing?","('love', 'everyone', 'me')",love,1,Interpersonal Beliefs / Emotions,Mind Reading,
3171,5944,"A few years ago, me and my brother got into a little fight on Feb 14. He pushed me against the kitchen counter and put his hands around my neck and his kids were there (I helped take care of them since they were babies, no kidding) since the kids saw it and were crying I felt like it was all my fault, so I went on my knees and asked for forgiveness. After that happened, my Mom decided I should still live in the same house despite him laughing while apologizing to me (since he did tried to stop my breathing). Present now something like almost happened I was just giving my opinion on how to clean meat is all and he deliberately ignores me, when I ask why he just says to keep him from getting mad, I ask him why I didn’t do or say anything. But that day he was mad about anything I noticed so I told that he was (as he put it in every situation I get a little annoyed by) needing a midol. And the scene minus him choking me happened again but was stopped by my Mom and sister and he mocked me by and I quote “I’ll do the (my name) and he yelled afterwards towards everyone. In the end we went back to the house and until now I refuse to eat what he makes or buys because if I do eat I feel like puking and disgusted and I know people would die for that food but I just say I don’t want any. I just literately hate my family except my Mom (she’s my Mom) my younger sister and my younger nieces. Even my older sister goes with him and I hate myself for thinking this I really do I just wish I could die, I cut and I know I shouldn’t but I cant help I hate myself to think and just to be like this. My Mom says to forgive but he threw me and my family out 3 times. I want someone to get me. So I just would like to know what do I do? (age 16, from US)","('hate', 'I', 'family')",hate,1,Interpersonal Beliefs / Emotions,Personalization,Mental filter
3172,5944,"A few years ago, me and my brother got into a little fight on Feb 14. He pushed me against the kitchen counter and put his hands around my neck and his kids were there (I helped take care of them since they were babies, no kidding) since the kids saw it and were crying I felt like it was all my fault, so I went on my knees and asked for forgiveness. After that happened, my Mom decided I should still live in the same house despite him laughing while apologizing to me (since he did tried to stop my breathing). Present now something like almost happened I was just giving my opinion on how to clean meat is all and he deliberately ignores me, when I ask why he just says to keep him from getting mad, I ask him why I didn’t do or say anything. But that day he was mad about anything I noticed so I told that he was (as he put it in every situation I get a little annoyed by) needing a midol. And the scene minus him choking me happened again but was stopped by my Mom and sister and he mocked me by and I quote “I’ll do the (my name) and he yelled afterwards towards everyone. In the end we went back to the house and until now I refuse to eat what he makes or buys because if I do eat I feel like puking and disgusted and I know people would die for that food but I just say I don’t want any. I just literately hate my family except my Mom (she’s my Mom) my younger sister and my younger nieces. Even my older sister goes with him and I hate myself for thinking this I really do I just wish I could die, I cut and I know I shouldn’t but I cant help I hate myself to think and just to be like this. My Mom says to forgive but he threw me and my family out 3 times. I want someone to get me. So I just would like to know what do I do? (age 16, from US)","('hate', 'I', 'Mom')",hate,1,Interpersonal Beliefs / Emotions,Personalization,Mental filter
3173,5944,"A few years ago, me and my brother got into a little fight on Feb 14. He pushed me against the kitchen counter and put his hands around my neck and his kids were there (I helped take care of them since they were babies, no kidding) since the kids saw it and were crying I felt like it was all my fault, so I went on my knees and asked for forgiveness. After that happened, my Mom decided I should still live in the same house despite him laughing while apologizing to me (since he did tried to stop my breathing). Present now something like almost happened I was just giving my opinion on how to clean meat is all and he deliberately ignores me, when I ask why he just says to keep him from getting mad, I ask him why I didn’t do or say anything. But that day he was mad about anything I noticed so I told that he was (as he put it in every situation I get a little annoyed by) needing a midol. And the scene minus him choking me happened again but was stopped by my Mom and sister and he mocked me by and I quote “I’ll do the (my name) and he yelled afterwards towards everyone. In the end we went back to the house and until now I refuse to eat what he makes or buys because if I do eat I feel like puking and disgusted and I know people would die for that food but I just say I don’t want any. I just literately hate my family except my Mom (she’s my Mom) my younger sister and my younger nieces. Even my older sister goes with him and I hate myself for thinking this I really do I just wish I could die, I cut and I know I shouldn’t but I cant help I hate myself to think and just to be like this. My Mom says to forgive but he threw me and my family out 3 times. I want someone to get me. So I just would like to know what do I do? (age 16, from US)","('hate', 'I', 'myself')",hate,1,Interpersonal Beliefs / Emotions,Personalization,Mental filter
3174,5944,"A few years ago, me and my brother got into a little fight on Feb 14. He pushed me against the kitchen counter and put his hands around my neck and his kids were there (I helped take care of them since they were babies, no kidding) since the kids saw it and were crying I felt like it was all my fault, so I went on my knees and asked for forgiveness. After that happened, my Mom decided I should still live in the same house despite him laughing while apologizing to me (since he did tried to stop my breathing). Present now something like almost happened I was just giving my opinion on how to clean meat is all and he deliberately ignores me, when I ask why he just says to keep him from getting mad, I ask him why I didn’t do or say anything. But that day he was mad about anything I noticed so I told that he was (as he put it in every situation I get a little annoyed by) needing a midol. And the scene minus him choking me happened again but was stopped by my Mom and sister and he mocked me by and I quote “I’ll do the (my name) and he yelled afterwards towards everyone. In the end we went back to the house and until now I refuse to eat what he makes or buys because if I do eat I feel like puking and disgusted and I know people would die for that food but I just say I don’t want any. I just literately hate my family except my Mom (she’s my Mom) my younger sister and my younger nieces. Even my older sister goes with him and I hate myself for thinking this I really do I just wish I could die, I cut and I know I shouldn’t but I cant help I hate myself to think and just to be like this. My Mom says to forgive but he threw me and my family out 3 times. I want someone to get me. So I just would like to know what do I do? (age 16, from US)","('hate', 'I', 'myself')",hate,1,Interpersonal Beliefs / Emotions,Personalization,Mental filter
3175,5946,"I have been watching lot of psychopath series lately, and only after that I came to know more about psychopathic tendencies. I could relate them to myself very often. I am quite anti-social so I kind of like to be alone. I never used to feel this way before, but now, after watching those series, I have a huge knife which has no work in kitchen, I think about killing people, the thrill of it, and also I would like to get away with that. I have planned a lot about getting away with a perfect murder, on my laptop. Though I haven’t actually done any crime yet, but few nights earlier I killed the dog, which lived at the garage near my house, that frightened me and chased me twice before. My friends call me vampire because I rarely go out (only to smoke) and have my curtains on 24/7. Because of all these effects I took the psychopathy test and score top region of the middle range of scores. After those tests I actually realized I haven’t been an emotional person long before I started watching psychopathic series. It was a week earlier when I had a fight with my father I wanted to kill him, I even took the knife off the shelf but thought I would be in trouble, because I had learnt never to kill a person we know, because we will get under prime suspect. After I couldn’t kill him I just went inside my room and started slapping myself until my hands didn’t work well… what am i? AM i a PSYCHOPATH?? or is it just those series playing tricks with my mind because I have cried 5 or 6 times that I recall of (I meant after I was a grown guy maybe 16-20). Please guide me if i am misguided. Also I took your ADHD test and scored 51. Could I be a psychopath as well as a adhd patient? I don’t know what to think.","('relate', 'I', 'them')",relate,0,Supportive Actions,Labeling,
3176,5946,"I have been watching lot of psychopath series lately, and only after that I came to know more about psychopathic tendencies. I could relate them to myself very often. I am quite anti-social so I kind of like to be alone. I never used to feel this way before, but now, after watching those series, I have a huge knife which has no work in kitchen, I think about killing people, the thrill of it, and also I would like to get away with that. I have planned a lot about getting away with a perfect murder, on my laptop. Though I haven’t actually done any crime yet, but few nights earlier I killed the dog, which lived at the garage near my house, that frightened me and chased me twice before. My friends call me vampire because I rarely go out (only to smoke) and have my curtains on 24/7. Because of all these effects I took the psychopathy test and score top region of the middle range of scores. After those tests I actually realized I haven’t been an emotional person long before I started watching psychopathic series. It was a week earlier when I had a fight with my father I wanted to kill him, I even took the knife off the shelf but thought I would be in trouble, because I had learnt never to kill a person we know, because we will get under prime suspect. After I couldn’t kill him I just went inside my room and started slapping myself until my hands didn’t work well… what am i? AM i a PSYCHOPATH?? or is it just those series playing tricks with my mind because I have cried 5 or 6 times that I recall of (I meant after I was a grown guy maybe 16-20). Please guide me if i am misguided. Also I took your ADHD test and scored 51. Could I be a psychopath as well as a adhd patient? I don’t know what to think.","('relate', 'I', 'myself')",relate,0,Supportive Actions,Labeling,
3177,5947,"I have become rather troubled with my inability not to see my father as “contaminated”, for lack of a better term. I can’t prepare my meals when he is in the kitchen or drink beverages he stands near for fear he’s breathed near them. I can recall not being able to eat any food he even stood near from adolescence, which meant left-overs or seconds were a no. I can’t enter a room he’s been in without spraying an air freshener and I’ve not sat upon the couch for this very same reason. The thought of using the same utensils, regardless of how thoroughly it’s been washed, is absolutely revolting. If I know he’s used it, I cannot. I feel bad, as it must be heartbreaking for your own child to treat you like some sort of plague-victim, but I can’t help it. I have an extreme dislike of human smell, breath, saliva, and mouths in general-I can’t even watch scenes which incorporate close ups without feeling the need to not breathe or expel the air (exhale forcefully) contaminated by the screen-but it is at its extreme with him. I know it probably has something to do with our rather rocky relationship and the fact that, having grown up around him, I’m privy to his poor hygiene practices. As I’ve stated prior, I’ve felt this way from early adolescence, so perhaps these aspects aggravated an already-existent, admittedly irrational, hatred of the human mouth. I know he gets offended, as he should, but I can’t help it. What on earth should I do? Is there any way I can wean myself off of these irrational precautions without making myself overly uncomfortable? Thank you in advance.","('help', 'I', 'it')",help,0,Supportive Actions,Magnification,
3178,5947,"I have become rather troubled with my inability not to see my father as “contaminated”, for lack of a better term. I can’t prepare my meals when he is in the kitchen or drink beverages he stands near for fear he’s breathed near them. I can recall not being able to eat any food he even stood near from adolescence, which meant left-overs or seconds were a no. I can’t enter a room he’s been in without spraying an air freshener and I’ve not sat upon the couch for this very same reason. The thought of using the same utensils, regardless of how thoroughly it’s been washed, is absolutely revolting. If I know he’s used it, I cannot. I feel bad, as it must be heartbreaking for your own child to treat you like some sort of plague-victim, but I can’t help it. I have an extreme dislike of human smell, breath, saliva, and mouths in general-I can’t even watch scenes which incorporate close ups without feeling the need to not breathe or expel the air (exhale forcefully) contaminated by the screen-but it is at its extreme with him. I know it probably has something to do with our rather rocky relationship and the fact that, having grown up around him, I’m privy to his poor hygiene practices. As I’ve stated prior, I’ve felt this way from early adolescence, so perhaps these aspects aggravated an already-existent, admittedly irrational, hatred of the human mouth. I know he gets offended, as he should, but I can’t help it. What on earth should I do? Is there any way I can wean myself off of these irrational precautions without making myself overly uncomfortable? Thank you in advance.","('help', 'I', 'it')",help,0,Supportive Actions,Magnification,
3179,5949,"From Switzerland: I’m 23 and I’ve got a problem: My boyfriend and I have been dating for 2 years and almost 3 months. He’s a great guy who never got angry at me or furious because of my OCD (afraid of germs), he was supporting and even changed his behavior in public to avoid me having a panic attack.","('date', 'boyfriend', 'years')",date,0,Supportive Actions,No Distortion,
3180,5949,"From Switzerland: I’m 23 and I’ve got a problem: My boyfriend and I have been dating for 2 years and almost 3 months. He’s a great guy who never got angry at me or furious because of my OCD (afraid of germs), he was supporting and even changed his behavior in public to avoid me having a panic attack.","('date', 'boyfriend', 'months')",date,0,Supportive Actions,No Distortion,
3181,5949,"From Switzerland: I’m 23 and I’ve got a problem: My boyfriend and I have been dating for 2 years and almost 3 months. He’s a great guy who never got angry at me or furious because of my OCD (afraid of germs), he was supporting and even changed his behavior in public to avoid me having a panic attack.","('date', 'I', 'years')",date,0,Supportive Actions,No Distortion,
3182,5949,"From Switzerland: I’m 23 and I’ve got a problem: My boyfriend and I have been dating for 2 years and almost 3 months. He’s a great guy who never got angry at me or furious because of my OCD (afraid of germs), he was supporting and even changed his behavior in public to avoid me having a panic attack.","('date', 'I', 'months')",date,0,Supportive Actions,No Distortion,
3183,5950,"I’ve been dating my boyfriend for 14 months now. During our relationship we’ve been back and forth a lot, mainly because it’s his first relationship (even though he’s in his late 20’s) and had a lot of insecurities. He broke it off once with me because we had been fighting a lot, mainly because I created arguments because I didn’t feel like he was in the relationship like he was supposed to be. He told me he wasn’t 100% sure that he was in love, and he said that he wasn’t whole heartedly in the relationship anymore. 3 weeks after we broke up he came back and said that he was sure about how he felt about me, and that he wanted to spend the rest of his life with me because he was miserable when we were apart. Since then we’ve had a good relationship up until recently. He lost his job and is very stressed out and nervous because of it. He is always moody, snaps easily, and has no understanding for my wanting to talk things out and be understood when arguments come up. When I try to peace things out in a caring and loving manner he gets angry and says that he hates how we have to drag things out all the time. I try to explain to him that I want reassurance that he really wants to be here this time and the conversations become longer because I’m waiting to hear something reassuring from him while all he does it get angry and try to brush me off. He tells me he wants me to be his wife one day, that he wants to have a family with me and that he’s in love with me, yet I don’t feel it. I don’t know if it’s just from his moods or not, but I am scared that he is only saying this because he’s afraid to hurt me again. When he is in a good mood he is more loving and caring, but that almost never happens anymore. When he got angry yesterday he said that our arguments makes him doubt whether he wants to do this for the rest of his life, and it broke my heart. Should I leave him be when he gets in his moods or am I right in wanting to be reassured without having him get mad?","('date', 'I', 'boyfriend')",date,0,Supportive Actions,Should statements,
3184,5950,"I’ve been dating my boyfriend for 14 months now. During our relationship we’ve been back and forth a lot, mainly because it’s his first relationship (even though he’s in his late 20’s) and had a lot of insecurities. He broke it off once with me because we had been fighting a lot, mainly because I created arguments because I didn’t feel like he was in the relationship like he was supposed to be. He told me he wasn’t 100% sure that he was in love, and he said that he wasn’t whole heartedly in the relationship anymore. 3 weeks after we broke up he came back and said that he was sure about how he felt about me, and that he wanted to spend the rest of his life with me because he was miserable when we were apart. Since then we’ve had a good relationship up until recently. He lost his job and is very stressed out and nervous because of it. He is always moody, snaps easily, and has no understanding for my wanting to talk things out and be understood when arguments come up. When I try to peace things out in a caring and loving manner he gets angry and says that he hates how we have to drag things out all the time. I try to explain to him that I want reassurance that he really wants to be here this time and the conversations become longer because I’m waiting to hear something reassuring from him while all he does it get angry and try to brush me off. He tells me he wants me to be his wife one day, that he wants to have a family with me and that he’s in love with me, yet I don’t feel it. I don’t know if it’s just from his moods or not, but I am scared that he is only saying this because he’s afraid to hurt me again. When he is in a good mood he is more loving and caring, but that almost never happens anymore. When he got angry yesterday he said that our arguments makes him doubt whether he wants to do this for the rest of his life, and it broke my heart. Should I leave him be when he gets in his moods or am I right in wanting to be reassured without having him get mad?","('date', 'I', 'months')",date,0,Supportive Actions,Should statements,
3185,5951,"I want to help my guy. He was sexually abused as a child, as was I. He was taught many sexual things from the woman. She is dead now. He practices light bondage and I try it out with him, I am not adverse to trying some things, but last night he texted he was with bad *her name*. He said when the bad one comes out he can not ignore her. It was like I was talking to a stranger. He is a sweet person, but he stays in his head. He fixates on women from his past and its all he talks about.","('abuse', 'He', 'child')",abuse,2,Relational Harm,No Distortion,
3186,5951,"I want to help my guy. He was sexually abused as a child, as was I. He was taught many sexual things from the woman. She is dead now. He practices light bondage and I try it out with him, I am not adverse to trying some things, but last night he texted he was with bad *her name*. He said when the bad one comes out he can not ignore her. It was like I was talking to a stranger. He is a sweet person, but he stays in his head. He fixates on women from his past and its all he talks about.","('teach', 'He', 'things')",teach,1,Interpersonal Beliefs / Emotions,No Distortion,
3187,5951,"I want to help my guy. He was sexually abused as a child, as was I. He was taught many sexual things from the woman. She is dead now. He practices light bondage and I try it out with him, I am not adverse to trying some things, but last night he texted he was with bad *her name*. He said when the bad one comes out he can not ignore her. It was like I was talking to a stranger. He is a sweet person, but he stays in his head. He fixates on women from his past and its all he talks about.","('teach', 'He', 'woman')",teach,1,Interpersonal Beliefs / Emotions,No Distortion,
